id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"fs/partner-built/lseg/fixed-income-portfolio","anthropics/financial-services","finance","固收组合复盘","C","42.4","28.0","—","1","reference","2","0","1","3","3","3","3","3","0","0","1","1","3","4","4","pass","pass","pass","pass","connector:other","finance","E2","med","批量定价持仓债券，汇总久期/DV01、构成、现金流与情景 P&L"
"legal/law-student/flashcards","anthropics/claude-for-legal","legal","教学训练","C","42.2","80.0","—","1","reference","1","2","2","3","1","1","2","4","3","1","5","3","3","3","5","pass","pass","pass","pass","artifact upload","other","E2","med","从大纲生成闪卡并按 Leitner 桶间隔复习、统计卡住的概念"
"legal/law-student/irac-practice","anthropics/claude-for-legal","legal","教学训练","C","42.2","72.0","—","1","reject","1","2","1","2","2","0","3","4","4","1","5","3","1","3","5","pass","pass","pass","pass","upload artifact","other","E2","high","按 IRAC 结构为法学生论文评分，不改写不给范文，并跨次追踪弱点"
"mkt/marketing-ideas","coreyhaines31/marketingskills","marketing","营销创意","C","42.2","80.0","—","1","reference","1","2","2","2","2","2","2","3","1","3","5","3","3","4","4","pass","pass","pass","pass","artifact profile","marketing","E2","med","从 139 条营销点子库中按阶段/预算/时间挑选 3-5 条并给出起步步骤"
"wsh/quantitative-trading/risk-metrics-calculation","wshobson/agents","finance","风险度量","C","42.0","48.0","—","1","reference","2","1","2","3","3","3","2","1","1","0","1","3","5","4","3","pass","pass","pass","pass","python upload","finance","E2","med","组合风险指标：VaR、CVaR、Sharpe、Sortino、回撤与时间维度"
"kwp/engineering/testing-strategy","anthropics/knowledge-work-plugins","engineering","测试策略","C","41.8","88.0","—","1","reference","2","1","2","2","3","3","2","1","0","0","5","3","5","5","5","pass","pass","fixable","pass","","engineering","E2","high","按测试金字塔与组件类型设计测试策略与测试计划"
"wsh/hr-legal-compliance/gdpr-data-handling","wshobson/agents","legal","隐私合规","C","41.8","66.0","—","1","reference","2","2","2","1","3","2","3","2","1","0","5","2","1","4","3","pass","pass","pass","fixable","","legal engineering","E2","med","GDPR 合规数据处理：数据分类、合法性基础、数据主体权利、同意管理与隐私设计"
"mkt/popups","coreyhaines31/marketingskills","marketing","弹窗优化","C","41.4","80.0","—","1","reject","1","2","1","2","2","1","2","4","2","3","5","3","3","4","4","pass","pass","pass","pass","artifact profile","marketing","E2","med","设计网站弹窗/横幅：触发策略、类型、文案公式、频控、合规与无障碍、实验清单"
"kwp/partner-built/slack/slack-messaging","anthropics/knowledge-work-plugins#partner-built","collaboration","消息撰写","C","41.4","40.0","—","1","reject","3","0","4","5","1","1","2","2","1","0","3","1","1","2","3","pass","pass","pass","pass","connector:chat","other","E2","high","按 Slack mrkdwn 语法与频道/话题礼仪撰写消息"
"legal/law-student/exam-forecast","anthropics/claude-for-legal","legal","教学训练","C","41.2","76.0","—","1","reject","1","2","1","1","2","1","3","4","4","0","5","3","2","3","5","pass","pass","pass","pass","upload artifact","other","E2","med","分析同一教授历年试题，归纳科目权重与出题偏好并给出复习权重建议"
"mkt/schema","coreyhaines31/marketingskills","seo","结构化数据","C","41.2","90.0","—","1","reference","1","1","2","2","2","1","2","3","3","3","5","4","4","4","4","pass","pass","pass","pass","artifact","seo engineering","E2","med","为页面生成与校验 schema.org JSON-LD 结构化数据，含常见类型必填属性与测试清单"
"mkt/marketing-psychology","coreyhaines31/marketingskills","marketing","营销心理学","C","40.8","90.0","—","1","reference","1","2","3","2","2","2","1","2","1","3","5","4","4","4","4","pass","pass","pass","pass","profile","marketing product","E2","med","列举 70+ 心智模型与行为偏差，并给出各自的营销应用与问题对照表"
"askills/brand-guidelines","anthropics/skills","marketing","品牌审查","C","40.8","88.0","—","1","reference","3","2","3","3","1","1","1","2","0","0","5","3","5","4","5","pass","pass","pass","fixable","office_gen artifact","marketing","E2","high","把 Anthropic 官方品牌配色与字体套用到产出物（经 python-pptx 应用）"
"jl/client-operations/account-opening-workflow","JoelLewis/finance_skills","finance","开户运营","C","40.6","42.0","—","1","reject","2","2","1","2","3","0","5","3","2","1","3","2","0","1","1","pass","pass","pass","pass","connector:other connector:crm","finance ops","E2","high","美国券商/RIA 后台开户流程：账户类型、文件矩阵、NIGO 管理、监管闸门、STP 与多托管商"
"hr/hr-post-merger-integration","tuanductran/hr-skills","hr","投后整合","C","40.6","72.0","—","1","reference","3","2","3","1","4","2","1","1","1","0","5","1","4","3","1","pass","pass","fixable","pass","","hr exec","E2","med","并购交割后人员整合：组织与薪酬体系协调、文化融合、系统合并、关键人才保留与百日计划"
"kwp/enterprise-search/source-management","anthropics/knowledge-work-plugins","enterprise-search","企业检索","C","40.2","56.0","—","1","reference","1","1","2","3","1","2","2","3","2","0","3","1","5","5","5","pass","pass","pass","pass","connector:chat connector:email connector:docs connector:pm connector:crm","ops","E2","med","检测已连接的 MCP 来源、引导连接、按查询类型排来源优先级并处理限流"
"kwp/human-resources/org-planning","anthropics/knowledge-work-plugins","hr","组织规划","C","40.0","72.0","—","1","reference","2","1","2","1","3","3","2","1","0","0","5","1","4","5","5","pass","pass","fixable","pass","artifact","hr exec","E2","med","编制规划、组织结构与管理幅度的健康度基准"
"legal/law-student/study-plan","anthropics/claude-for-legal","legal","教学训练","D","39.8","52.0","—","1","reject","1","2","1","2","2","0","3","4","3","0","3","3","1","3","5","pass","pass","pass","pass","profile artifact","other","E2","high","构建并随会话历史自适应调整的备考学习计划（阶段、科目权重、日程）"
"hr/hr-talent-intelligence","tuanductran/hr-skills","hr","人才分析","D","39.8","48.0","—","1","reference","3","2","2","2","3","2","1","1","2","0","3","1","3","3","1","pass","pass","fixable","fixable","connector:other upload","hr data","E2","med","人才市场情报与人员分析：竞品人才地图、薪酬对标、离职预测、招聘漏斗与 DEI 分析框架"
"hr/hr-organization-network-analysis","tuanductran/hr-skills","hr","组织分析","D","39.8","48.0","—","1","reference","3","2","2","1","3","2","2","1","2","0","3","1","3","3","1","pass","pass","fixable","fixable","connector:calendar connector:chat upload","hr data","E2","med","组织网络分析：识别非正式影响者、协作瓶颈与筒仓，评估重组前后网络变化"
"jl/compliance/advice-standards","JoelLewis/finance_skills","legal","法规监测","D","39.8","68.0","—","1","reject","1","1","2","1","4","1","5","3","2","1","5","3","0","1","1","pass","pass","pass","fixable","","legal finance","E2","high","判断产品/平台/AI 聊天内容何时从“投资教育”越界为需注册的“投资建议”（美国顾问法 202(a)(11)）"
"seo/seo-flow","AgriciDaniel/claude-seo","seo","提示词库","D","39.6","80.0","—","1","reference","2","1","2","2","2","1","2","3","2","1","5","3","3","4","3","pass","fixable","pass","pass","artifact web","seo","E3","med","FLOW 框架（Find/Leverage/Optimize/Win/Local）提示词路由：按阶段加载 41 条 SEO 提示词并按上下文挑选 2-3 条"
"fs/partner-built/lseg/bond-relative-value","anthropics/financial-services","finance","债券相对价值","D","39.6","28.0","—","1","reference","1","0","1","3","3","3","3","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance research","E2","med","用 LSEG 定价、收益率曲线、信用曲线与情景分析判断债券贵贱"
"hr/hr-recruiting","tuanductran/hr-skills","hr","招聘","D","39.6","68.0","—","1","reference","3","1","2","4","2","3","1","1","1","0","5","1","3","3","1","pass","pass","fixable","pass","","hr","E2","med","端到端招聘：JD、面试题、简历筛选、电话初筛、背调、雇主品牌、Offer 与拒信"
"kwp/partner-built/zoom-plugin/rtms","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","39.2","40.0","—","1","reference","2","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","med","Zoom RTMS：无机器人获取会议实时音视频/转录/聊天流的后端接入"
"jl/data-integration/market-data","JoelLewis/finance_skills","finance","数据基础设施","D","39.0","76.0","—","1","reference","2","1","2","1","3","2","4","2","2","1","5","3","2","1","1","pass","pass","pass","pass","web","finance data engineering","E2","med","行情数据基础设施：数据层级、SIP vs 直连、供应商选择、授权与计费、分发架构、历史数据与质量监控"
"legal/law-student/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","D","38.6","46.0","—","1","reject","1","2","1","0","2","0","3","4","4","1","3","2","1","3","5","pass","pass","pass","pass","profile upload","other","E2","high","为法学生建立学习档案：年级、课程、学习风格、薄弱科目与材料收集"
"jl/trading-operations/settlement-clearing","JoelLewis/finance_skills","finance","交收运营","D","38.6","42.0","—","1","reject","2","1","1","1","3","1","5","3","2","1","3","2","0","1","1","pass","pass","pass","pass","connector:other","finance ops","E2","high","美国证券交收与清算：T+1、DTC/NSCC/FICC、CNS 净额、DVP、失败交收与 Reg SHO 204 强制平仓、公司行动影响"
"legal/commercial-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改商事合同执业档案（立场、升级人、风格等）"
"legal/corporate-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改公司法务执业档案（模块、立场、升级人、风格等）"
"legal/employment-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改劳动用工执业档案（模块、立场、升级人、风格等）"
"legal/privacy-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改隐私执业档案（模块、立场、升级人、风格等）"
"legal/product-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改产品法务执业档案（模块、立场、升级人、风格等）"
"legal/ai-governance-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.4","64.0","—","1","reference","1","4","1","1","1","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","在不重跑访谈的情况下逐项修改AI 治理执业档案（模块、立场、升级人、风格等）"
"seo/extensions/unlighthouse/seo-unlighthouse","AgriciDaniel/claude-seo","seo","性能审计","D","38.4","38.0","—","1","reject","1","1","1","2","2","1","2","3","3","3","1","2","4","4","3","pass","pass","pass","pass","browser python","engineering seo","E2","med","用本地 Unlighthouse CLI 对全站最多 200 个路由跑 Lighthouse 并汇总各类中位分"
"legal/ip-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","38.2","64.0","—","1","reference","1","3","1","1","1","2","2","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","不重跑访谈，单项修改 IP 执业档案并说明下游影响"
"legal/law-student/socratic-drill","anthropics/claude-for-legal","legal","教学训练","D","37.8","82.0","—","1","reference","1","1","2","3","1","1","2","3","3","0","5","4","2","3","5","pass","pass","pass","pass","upload","other","E2","med","苏格拉底式追问演练，不直接给答案，卡住时回到材料"
"fs/partner-built/lseg/bond-futures-basis","anthropics/financial-services","finance","债券基差分析","D","37.8","28.0","—","1","reference","1","0","1","3","3","2","3","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance research","E2","med","用 LSEG 工具链算国债期货 CTD、净基差与隐含回购并判断基差交易"
"fs/partner-built/lseg/equity-research","anthropics/financial-services","finance","投研报告","D","37.8","28.0","—","1","reference","1","0","1","3","3","3","2","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance research","E2","med","用 IBES 一致预期、基本面、价格与宏观数据生成个股研究快照"
"kwp/partner-built/zoom-plugin/scribe","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","37.8","40.0","—","1","reference","2","0","1","1","3","1","4","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","med","Zoom AI Services Scribe：文件/批量转录、快速与批处理模式及超时处理"
"lenny/international-expansion","RefoundAI/lenny-skills","exec","国际扩张","D","37.6","88.0","—","1","reference","2","1","2","1","4","3","2","2","0","0","5","3","5","1","3","pass","pass","pass","pass","web","exec marketing product","E2","med","评估国际扩张就绪度、市场优先级、本地化业务模型与运营规模化"
"kwp/partner-built/apollo/enrich-lead","anthropics/knowledge-work-plugins#partner-built","sales","线索富集","D","37.4","20.0","—","1","reject","2","0","1","4","2","1","1","4","3","0","1","1","1","2","3","pass","pass","pass","fixable","connector:other","sales","E2","high","输入姓名/公司/领英/邮箱，经 Apollo 富集出完整联系人卡片与下一步动作"
"legal/legal-builder-hub/skill-manager","anthropics/claude-for-legal","legal","技能管理","D","37.2","42.0","—","1","reference","1","2","1","1","1","1","2","4","4","0","1","2","5","3","5","pass","pass","pass","pass","profile","engineering","E2","high","卸载/停用/再启用社区技能的参考流程，拒动第一方插件并全程记日志"
"lenny/ai-assisted-prototyping","RefoundAI/lenny-skills","product","原型设计","D","37.2","88.0","—","1","reference","2","1","2","2","3","3","2","2","0","0","5","3","5","1","3","pass","pass","pass","pass","artifact","product","E2","med","用 AI 编程工具把产品想法做成可交互原型：定目标、选工具、提示迭代、验证交接"
"lenny/enterprise-sales-motion","RefoundAI/lenny-skills","sales","销售策略","D","37.2","84.0","—","1","reference","2","1","2","2","3","2","3","2","0","0","5","3","4","1","3","pass","pass","pass","pass","","sales exec","E2","med","从创始人销售走向可复制的企业级销售：销售就绪评估、洞见型叙事、首批销售招聘与采购旅程"
"kwp/human-resources/draft-offer","anthropics/knowledge-work-plugins","hr","招聘","D","37.0","76.0","—","1","reference","2","1","1","2","2","2","1","3","0","0","5","3","2","5","5","pass","pass","pass","fixable","artifact connector:other","hr","E2","med","按岗位职级与薪酬要素起草 offer letter 及给用人经理的谈判提示"
"seo/extensions/firecrawl/seo-firecrawl","AgriciDaniel/claude-seo","seo","网站爬取","D","36.8","34.0","—","1","reject","1","1","2","2","2","1","2","3","2","1","1","2","3","4","3","pass","fixable","pass","pass","connector:other browser","seo research","E2","med","通过 Firecrawl MCP 全站爬取、站点地图发现、JS 渲染单页抓取与站内搜索，并喂给其他 SEO 技能"
"kwp/partner-built/zoom-plugin/general","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reference","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","med","Zoom 跨产品总览：技能路由分类器、SDK/REST/MCP 硬性路由矩阵与用例索引"
"kwp/partner-built/zoom-plugin/cobrowse-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Cobrowse SDK：客户/坐席双角色协同浏览、隐私遮罩与远程协助"
"kwp/partner-built/zoom-plugin/meeting-sdk/linux","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","fixable","python web connector:other","engineering","E2","high","Meeting SDK Linux：C++ 无头会议机器人、原始音视频采集与录制"
"kwp/partner-built/zoom-plugin/meeting-sdk/web","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Meeting SDK Web：Client View 与 Component View 两种嵌入、签名与 SharedArrayBuffer"
"kwp/partner-built/zoom-plugin/meeting-sdk/windows","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","fixable","python web connector:other","engineering","E2","high","Meeting SDK Windows：C++ 桌面嵌入与机器人、消息循环、原始数据与 ffmpeg 处理"
"kwp/partner-built/zoom-plugin/oauth","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom OAuth：四种授权流、PKCE、令牌生命周期、scope 与错误码"
"kwp/partner-built/zoom-plugin/rest-api","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom REST API：600+ 端点导航、me 关键字规则、限流、UUID 双重编码与录制下载"
"kwp/partner-built/zoom-plugin/video-sdk/linux","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Video SDK Linux：C++ 无头机器人、原始数据采集/注入与 Qt/GTK 集成"
"kwp/partner-built/zoom-plugin/video-sdk/web","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Video SDK Web：浏览器自定义视频会话、事件驱动渲染与功能客户端"
"kwp/partner-built/zoom-plugin/video-sdk/windows","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Video SDK Windows：C++/C# 自定义会话、Canvas 与原始数据两种渲染、C++/CLI 封装"
"kwp/partner-built/zoom-plugin/zoom-apps-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","36.4","40.0","—","1","reject","1","0","1","1","3","1","4","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Apps SDK：在 Zoom 客户端内运行的 Web 应用、应用内 OAuth 与 Layers API"
"hr/hr-ai-adoption","tuanductran/hr-skills","hr","AI 采用推动","D","36.4","72.0","—","1","reference","3","1","2","1","3","3","1","1","1","0","5","1","4","3","1","pass","pass","fixable","pass","","hr ops","E3","med","推动 HR 与员工持续使用 AI 工具：采用策略、赋能培训、化解抵触、冠军计划与使用度量"
"legal/law-student/case-brief","anthropics/claude-for-legal","legal","教学训练","D","36.0","52.0","—","1","reject","1","1","1","3","1","1","2","3","3","0","3","3","1","3","5","pass","pass","pass","pass","profile upload","other","E2","high","以脚手架方式引导法学生自己写判例摘要，拒绝代写"
"legal/law-student/cold-call-prep","anthropics/claude-for-legal","legal","教学训练","D","36.0","48.0","—","1","reject","1","1","1","3","1","0","3","3","3","0","3","3","0","3","5","pass","pass","pass","pass","profile upload","other","E2","high","预测美国法学院教授课堂点名提问并苏格拉底式演练"
"legal/legal-builder-hub/customize","anthropics/claude-for-legal","legal","档案定制","D","35.8","61.0","—","2","reject","1.5","3","1","1","0.5","1","1.5","3","3","0","3","2.5","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","单项修改技能中心配置（注册表、更新偏好、QA 严格度等）"
"jl/wealth-management/insurance-planning","JoelLewis/finance_skills","finance","个人理财","D","35.8","66.0","—","1","reject","1","1","1","1","3","1","5","3","2","1","5","2","1","1","1","pass","pass","pass","fixable","","finance","E2","high","将保险纳入理财规划：风险自留/转移、寿险需求测算、定期 vs 终身、失能、长护、年金与伞式责任险"
"kwp/human-resources/recruiting-pipeline","anthropics/knowledge-work-plugins","hr","招聘","D","35.6","72.0","—","1","reference","2","1","1","3","1","3","1","1","0","0","5","1","4","5","5","pass","pass","fixable","pass","upload connector:other","hr","E2","low","招聘漏斗各阶段定义与需跟踪的指标"
"legal/legal-builder-hub/related-skills-surfacer","anthropics/claude-for-legal","legal","技能管理","D","35.2","62.0","—","1","reference","1","2","2","2","1","2","1","2","2","0","3","2","5","3","5","pass","pass","pass","pass","profile web","other","E2","med","任务结束后根据活动匹配社区技能并低打扰地推荐一次"
"lenny/team-culture","RefoundAI/lenny-skills","hr","团队文化","D","35.2","84.0","—","1","reference","2","2","2","1","2","3","2","2","0","0","5","3","4","1","3","pass","pass","pass","pass","","hr exec","E2","med","设计与维护高绩效团队文化：可执行价值观、团队仪式、透明度与强度差距诊断"
"seo/extensions/ahrefs/seo-ahrefs","AgriciDaniel/claude-seo","seo","SEO 数据接入","D","35.0","34.0","—","1","reject","1","1","1","2","2","1","2","2","3","1","1","2","3","4","3","pass","pass","pass","pass","connector:other","seo","E2","med","通过 Ahrefs MCP 读取域评级、外链、自然关键词与内容探索数据，标注来源置信度并回交外链技能加权"
"legal/legal-clinic/customize","anthropics/claude-for-legal","legal","档案定制","D","34.9","53.0","—","2","reject","1.5","3","1","1","0.5","0.5","1.5","3","3","0","3","2.5","2","3","5","pass","pass","pass","pass","profile","legal","E2","high","单项修改诊所档案（督导模式、实务模板、学期设置等）"
"wsh/payment-processing/pci-compliance","wshobson/agents","engineering","合规检查","D","34.8","76.0","—","1","reject","1","1","1","1","3","1","3","3","1","0","5","3","2","4","3","pass","pass","pass","pass","","engineering legal","E2","med","PCI DSS 合规：12 项要求、合规等级、禁止存储数据、令牌化与加密示例"
"legal/law-student/session","anthropics/claude-for-legal","legal","教学训练","D","34.8","48.0","—","1","reject","1","2","1","4","1","0","1","3","2","0","3","3","0","3","5","pass","pass","pass","pass","profile artifact","other","E2","high","跑固定 N 题的学习会话（MBE/论文/闪卡）并回写学习计划"
"kwp/partner-built/zoom-plugin/meeting-sdk/web/client-view","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","34.6","40.0","—","1","reject","1","0","1","1","3","1","3","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Meeting SDK Web Client View：ZoomMtg 全页会议的完整参数、事件与方法参考"
"kwp/partner-built/zoom-plugin/meeting-sdk/web/component-view","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","34.6","40.0","—","1","reject","1","0","1","1","3","1","3","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Meeting SDK Web Component View：可嵌入会议组件的选项、事件与 React 集成"
"kwp/partner-built/zoom-plugin/team-chat","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","34.6","40.0","—","1","reject","1","0","1","1","3","1","3","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Team Chat：用户型 API 与 Chatbot API 选择、消息卡片、斜杠命令与 LLM 集成"
"kwp/partner-built/zoom-plugin/ui-toolkit","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","34.6","40.0","—","1","reject","1","0","1","1","3","1","3","4","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Video SDK UI Toolkit：预制 React 视频界面、JWT 生成与框架集成"
"lenny/building-a-promotion-case","RefoundAI/lenny-skills","hr","职业发展","D","34.4","88.0","—","1","reference","1","1","3","1","3","3","2","2","0","0","5","3","5","1","3","pass","pass","pass","pass","","hr","E2","med","系统记录影响、识别能力差距、与经理协作构建晋升材料"
"legal/regulatory-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","34.2","64.0","—","1","reject","1","3","1","1","0","2","1","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile","legal","E2","high","单项修改监管执业档案（关注清单、阈值、信息源等）"
"fs/partner-built/lseg/swap-curve-strategy","anthropics/financial-services","finance","掉期曲线策略","D","34.2","28.0","—","1","reference","1","0","0","2","3","2","3","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance","E2","med","构建掉期曲线、叠加国债与通胀曲线，识别陡峭/平坦/蝶式交易"
"seo/extensions/bing-webmaster/seo-bing","AgriciDaniel/claude-seo","seo","SEO 数据接入","D","34.2","34.0","—","1","reject","1","1","1","2","2","1","2","2","1","3","1","2","3","4","3","pass","fixable","pass","pass","connector:other python","seo","E2","med","Bing 站长工具与 IndexNow 扩展：读取 Bing 外链数据、比较已验证站点并向 Bing/Yandex 等提交 URL"
"seo/extensions/seranking/seo-seranking","AgriciDaniel/claude-seo","seo","AI 可见度监测","D","34.0","29.0","—","2","reject","1.5","1","1","2","2","1","2","2","2","0","1","1.5","2.5","4","3","pass","pass","fixable","pass","connector:other","seo marketing","E2","med","SE Ranking 扩展：一次查询 ChatGPT/Gemini/Perplexity/AI Overviews/AI Mode 的品牌声量份额及 SERP、外链、竞品数据"
"kwp/partner-built/apollo/sequence-load","anthropics/knowledge-work-plugins#partner-built","sales","外联序列","D","33.8","20.0","—","1","reject","2","0","1","2","2","1","1","4","3","0","1","1","1","2","3","pass","pass","pass","fixable","connector:other","sales","E2","high","按条件找人、富集、建联系人并批量加入 Apollo 外联邮件序列"
"kwp/partner-built/zoom-plugin/zoom-mcp/whiteboard","anthropics/knowledge-work-plugins#partner-built","collaboration","Zoom 集成开发","D","33.8","40.0","—","1","reject","2","1","2","2","2","1","2","2","1","0","1","3","3","2","3","pass","fixable","pass","pass","connector:other","other","E2","med","Zoom Whiteboard MCP：白板列表/读取、ID 映射与创建类工具"
"lenny/pr-and-press","RefoundAI/lenny-skills","marketing","公关传播","D","33.6","80.0","—","1","reference","2","1","2","1","3","2","2","2","0","0","5","3","3","1","3","pass","pass","pass","pass","web","marketing exec","E2","med","制定服务于融资、获客或 B2B 背书的媒体策略：明确目标、提炼故事、匹配记者与外联"
"legal/external_plugins/cocounsel-legal/deep-research","anthropics/claude-for-legal","legal","法律检索","D","33.4","6.0","—","1","reject","1","0","1","2","3","0","2","3","2","0","0","1","0","3","5","pass","pass","fail","pass","connector:other","legal","E3","high","调用汤森路透 Westlaw 专有 MCP 做美国法深度检索并原样返回报告"
"hr/hr-chatbot-design","tuanductran/hr-skills","hr","HR 机器人设计","D","33.4","68.0","—","1","reject","2","2","1","1","3","1","2","1","2","0","5","1","3","3","1","pass","pass","fixable","pass","","hr engineering","E2","med","为 Slack/Teams 设计 HR 服务聊天机器人：范围、对话流、升级人工与敏感话题护栏"
"kwp/partner-built/zoom-plugin/meeting-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","33.2","40.0","—","1","reject","1","0","1","1","3","1","3","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Meeting SDK 总枢纽：Web 快速开始、签名生成、CSS 冲突与各平台路由"
"kwp/partner-built/zoom-plugin/video-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","33.2","40.0","—","1","reject","1","0","1","1","3","1","3","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Video SDK 总枢纽：会话生命周期、事件驱动渲染、BYOS 与各平台路由"
"kwp/partner-built/zoom-plugin/contact-center","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","33.2","40.0","—","1","reject","1","0","1","1","3","1","3","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Contact Center 集成总览：应用内/网页/原生三路径与通用生命周期"
